hospital_name,city,state,star_rating,drg_description,hospital_price,national_avg_price,total_savings
"WAUKESHA MEMORIAL HOSPITAL",WAUKESHA,WI,5,"SYNCOPE AND COLLAPSE",5953.2962963,8106.73,2153.43
"PAOLI HOSPITAL",PAOLI,PA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",6323.5,8475.85,2152.35
"AURORA MEMORIAL HOSPITAL BURLINGTON",BURLINGTON,WI,5,"SYNCOPE AND COLLAPSE",5955.1538462,8106.73,2151.57
"WAUKESHA MEMORIAL HOSPITAL",WAUKESHA,WI,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7371.7179487,9522.15,2150.43
"MARYMOUNT HOSPITAL","GARFIELD HEIGHTS",OH,5,"DIABETES WITH CC",6457.7368421,8607.82,2150.08
"POUDRE VALLEY HOSPITAL","FORT COLLINS",CO,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",13836.683544,15986.29,2149.6
"ST LUKE'S HOSPITAL - GRAND VIEW CAMPUS",SELLERSVILLE,PA,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",9378.21875,11526.67,2148.45
"HENDRICKS REGIONAL HEALTH",DANVILLE,IN,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",15087.935897,17235.46,2147.52
"Adventhealth Zephyrhills",ZEPHYRHILLS,FL,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",7784.7619048,9931.77,2147
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",6667.7,8814.57,2146.87
"UCHEALTH HIGHLANDS RANCH HOSPITAL","HIGHLANDS RANCH",CO,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7375.4090909,9522.15,2146.74
"MARYMOUNT HOSPITAL","GARFIELD HEIGHTS",OH,5,"CELLULITIS WITHOUT MCC",6060.9642857,8207.67,2146.71
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",9932.6444444,12078.21,2145.56
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"RENAL FAILURE WITH CC",6234.2857143,8379.14,2144.85
"INOVA LOUDOUN HOSPITAL",LEESBURG,VA,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",11958.047619,14102.78,2144.74
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7378.8518519,9522.15,2143.3
"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS",SD,5,"EXTRACRANIAL PROCEDURES WITHOUT CC/MCC",8037.6774194,10180.77,2143.09
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC",23065.846154,25207.74,2141.89
"PAOLI HOSPITAL",PAOLI,PA,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC",16269.809524,18411.4,2141.59
"NORTHWESTERN MEDICINE MCHENRY",MCHENRY,IL,5,"RED BLOOD CELL DISORDERS WITH MCC",10974.066667,13115.62,2141.56
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",6673.4318182,8814.57,2141.13
"ADVOCATE SHERMAN HOSPITAL",ELGIN,IL,5,"PERIPHERAL VASCULAR DISORDERS WITH CC",7839.2631579,9980.1,2140.83
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"DISORDERS OF THE BILIARY TRACT WITH CC",8283.5454545,10423.99,2140.45
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC",18832.153846,20971.67,2139.51
"NYU LANGONE HOSPITALS","NEW YORK",NY,5,"HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC",41953.181818,44092,2138.81
"PRISMA HEALTH BAPTIST",COLUMBIA,SC,5,"HEART FAILURE AND SHOCK WITH MCC",9409.8035714,11548.46,2138.66
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC",11311,13449.12,2138.12
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC",7419.0666667,9556.87,2137.81
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC",7651.3636364,9788.29,2136.93
"PAOLI HOSPITAL",PAOLI,PA,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",6805.8666667,8942.6,2136.73
"REX HOSPITAL",RALEIGH,NC,5,"RED BLOOD CELL DISORDERS WITHOUT MCC",6506.4,8642.92,2136.52
"INOVA FAIR OAKS HOSPITAL",FAIRFAX,VA,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",14321.428571,16457.75,2136.33
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC",15398.24,17534.53,2136.29
"RUSH UNIVERSITY MEDICAL CENTER",CHICAGO,IL,5,"CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAP",25869.928571,28005.81,2135.88
"OCONOMOWOC MEMORIAL HOSPITAL",OCONOMOWOC,WI,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7386.8421053,9522.15,2135.31
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",6789.7826087,8924.72,2134.94
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"OTHER O.R. PROCEDURES FOR INJURIES WITH CC",19045.928571,21179.4,2133.47
"VIRGINIA HOSPITAL CENTER",ARLINGTON,VA,5,"OTHER DISORDERS OF NERVOUS SYSTEM WITH CC",7756.9411765,9890,2133.06
"PAOLI HOSPITAL",PAOLI,PA,5,"RED BLOOD CELL DISORDERS WITH MCC",10982.733333,13115.62,2132.89
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"MAJOR CHEST PROCEDURES WITH CC",21593.787879,23725.69,2131.91
"REX HOSPITAL",RALEIGH,NC,5,"PERIPHERAL VASCULAR DISORDERS WITH CC",7849.88,9980.1,2130.22
"SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK",KS,5,"KIDNEY AND URINARY TRACT INFECTIONS WITH MCC",8003.55,10133.32,2129.77
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"BRONCHITIS AND ASTHMA WITH CC/MCC",6946.1818182,9075.1,2128.92
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"PERIPHERAL VASCULAR DISORDERS WITH CC",7851.7142857,9980.1,2128.38
LMH,LAWRENCE,KS,5,"HEART FAILURE AND SHOCK WITH MCC",9420.6754386,11548.46,2127.79
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY",AURORA,CO,5,"ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC",16088.2,18213.86,2125.66
"MAYO CLINIC",JACKSONVILLE,FL,5,"OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC",27534.833333,29659.81,2124.98
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC",9015.8333333,11140.69,2124.86
"WAKEMED, CARY HOSPITAL",CARY,NC,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7397.8732394,9522.15,2124.28
"WELLSPAN EVANGELICAL COMMUNITY HOSPITAL",LEWISBURG,PA,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",5201.7333333,7325.93,2124.19
"RIDGEVIEW MEDICAL CENTER",WACONIA,MN,5,"MEDICAL BACK PROBLEMS WITHOUT MCC",6790.7857143,8914.74,2123.95
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC",64203.363636,66327.12,2123.75
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",9954.5909091,12078.21,2123.62
"PRISMA HEALTH BAPTIST",COLUMBIA,SC,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",6801.1911765,8924.72,2123.53
"NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL",GENEVA,IL,5,"KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC",10602.363636,12725.05,2122.68
"BAPTIST HEALTH PADUCAH",PADUCAH,KY,5,"PULMONARY EMBOLISM WITHOUT MCC",5784.3529412,7906.99,2122.63
"REX HOSPITAL",RALEIGH,NC,5,"BRONCHITIS AND ASTHMA WITH CC/MCC",6952.9459459,9075.1,2122.16
"NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL",GENEVA,IL,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",9299.7636364,11421.02,2121.26
"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE",WAXAHACHIE,TX,5,"RED BLOOD CELL DISORDERS WITH MCC",10994.9,13115.62,2120.72
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC",13532.371429,15650.71,2118.34
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"ENDOCRINE DISORDERS WITH MCC",13544.5,15662.43,2117.93
"MERCYONE DUBUQUE MEDICAL CENTER",DUBUQUE,IA,5,"SYNCOPE AND COLLAPSE",5988.8275862,8106.73,2117.9
"AVERA ST LUKES",ABERDEEN,SD,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",5208.7222222,7325.93,2117.2
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O",25003.375,27120.45,2117.07
"WEST VALLEY MEDICAL CENTER",CALDWELL,ID,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",15118.52,17235.46,2116.94
"CHRIST HOSPITAL",CINCINNATI,OH,5,"COMPLICATIONS OF TREATMENT WITH CC",8491.75,10607.12,2115.37
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC",8593.4736842,10708.08,2114.6
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",5385.3300971,7499.89,2114.56
"PAOLI HOSPITAL",PAOLI,PA,5,"KIDNEY AND URINARY TRACT INFECTIONS WITH MCC",8019.0813953,10133.32,2114.24
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"ENDOCRINE DISORDERS WITH MCC",13549,15662.43,2113.43
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"PERIPHERAL VASCULAR DISORDERS WITH MCC",12765.461538,14878.7,2113.24
"ASCENSION  SETON HAYS",KYLE,TX,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",15644.829268,17757.56,2112.73
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC",5368.4202899,7480.78,2112.36
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC",10108.970588,12220.79,2111.82
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7411.40625,9522.15,2110.75
"AURORA MEDICAL CENTER",GRAFTON,WI,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",5215.2173913,7325.93,2110.71
"REX HOSPITAL",RALEIGH,NC,5,"SIGNS AND SYMPTOMS WITHOUT MCC",5650.95,7761.49,2110.54
"INOVA LOUDOUN HOSPITAL",LEESBURG,VA,5,"SEIZURES WITHOUT MCC",6968.3125,9078.8,2110.48
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"PULMONARY EMBOLISM WITHOUT MCC",5796.65,7906.99,2110.34
"ORLANDO HEALTH ROCKLEDGE HOSPITAL",ROCKLEDGE,FL,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",7821.8965517,9931.77,2109.87
"MERCY GILBERT MEDICAL CENTER",GILBERT,AZ,5,"ENDOCRINE DISORDERS WITH CC",7778.9166667,9888.7,2109.79
"NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL",GENEVA,IL,5,"SEIZURES WITHOUT MCC",6969.3333333,9078.8,2109.46
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC",15060.95122,17170.33,2109.38
"TISHOMINGO HEALTH SERVICES INC",IUKA,MS,5,"HEART FAILURE AND SHOCK WITH MCC",9439.3333333,11548.46,2109.13
"HENDRICKS REGIONAL HEALTH",DANVILLE,IN,5,"RENAL FAILURE WITH MCC",11114.357143,13222.39,2108.04
"REX HOSPITAL",RALEIGH,NC,5,"DIABETES WITH CC",6500.7741935,8607.82,2107.05
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC",7681.2833333,9788.29,2107.01
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"PERIPHERAL VASCULAR DISORDERS WITH MCC",12772.896552,14878.7,2105.8
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"SEIZURES WITHOUT MCC",6973.7727273,9078.8,2105.02
"HENDRICKS REGIONAL HEALTH",DANVILLE,IN,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",11998.347826,14102.78,2104.43
"MULTICARE VALLEY HOSPITAL","SPOKANE VALLEY",WA,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",15913,18015.32,2102.32
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O",51475.47619,53577.04,2101.57
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",5502.3636364,7603.49,2101.12
"BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS","MARBLE FALLS",TX,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",5225.6153846,7325.93,2100.31
"REX HOSPITAL",RALEIGH,NC,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",6842.4181818,8942.6,2100.18
"NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL",GENEVA,IL,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",14360,16457.75,2097.75
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC",15339.604938,17437.18,2097.57
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",10521.456522,12618.26,2096.81
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC",6396.6666667,8493.24,2096.58
"VIERA HOSPITAL",MELBOURNE,FL,5,"CHEST PAIN",4649.7741935,6746.2,2096.42
"AURORA MEDICAL CENTER SHEBOYGAN COUNTY",SHEBOYGAN,WI,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",12144.52,14240.94,2096.42
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"DIGESTIVE MALIGNANCY WITH CC",10006.5,12101.72,2095.22
"FRENCH HOSPITAL MEDICAL CENTER","SAN LUIS OBISPO",CA,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC",13555.692308,15650.71,2095.01
"PAOLI HOSPITAL",PAOLI,PA,5,"RENAL FAILURE WITH MCC",11127.416667,13222.39,2094.98
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"CHEST PAIN",4651.3333333,6746.2,2094.86
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"NERVOUS SYSTEM NEOPLASMS WITH MCC",12750.666667,14843.41,2092.74
"MARYMOUNT HOSPITAL","GARFIELD HEIGHTS",OH,5,"SYNCOPE AND COLLAPSE",6014.4,8106.73,2092.33
"AURORA MEDICAL CENTER - SUMMIT",SUMMIT,WI,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",5407.5789474,7499.89,2092.31
"HOUSTON METHODIST THE WOODLANDS HOSPITAL","THE WOODLANDS",TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",7430.3611111,9522.15,2091.79
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC",8182.9117647,10274.69,2091.78
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",14366.25,16457.75,2091.5
"CHI HEALTH LAKESIDE",OMAHA,NE,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",4862.5263158,6953.49,2090.96
"FAIRVIEW HOSPITAL",CLEVELAND,OH,5,"HEART FAILURE AND SHOCK WITH MCC",9457.865942,11548.46,2090.6
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"SYNCOPE AND COLLAPSE",6016.6981132,8106.73,2090.03
"INOVA LOUDOUN HOSPITAL",LEESBURG,VA,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",13896.361582,15986.29,2089.93
"VIERA HOSPITAL",MELBOURNE,FL,5,"HYPERTENSION WITHOUT MCC",4783.3333333,6872.54,2089.21
"MEDINA HOSPITAL",MEDINA,OH,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",5514.75,7603.49,2088.74
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC",4865.0666667,6953.49,2088.42
"GOLETA VALLEY COTTAGE HOSPITAL","SANTA BARBARA",CA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",15147.24,17235.46,2088.22
"WAKEMED, CARY HOSPITAL",CARY,NC,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",5238.5846154,7325.93,2087.34
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"PERIPHERAL VASCULAR DISORDERS WITH CC",7894,9980.1,2086.1
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"SEIZURES WITHOUT MCC",6994,9078.8,2084.8
"ASCENSION  SETON HAYS",KYLE,TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",15151.176707,17235.46,2084.28
"TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN",ALLEN,TX,5,"CELLULITIS WITHOUT MCC",6123.4615385,8207.67,2084.21
"MAYO CLINIC",JACKSONVILLE,FL,5,"ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC",26312.777778,28396.85,2084.08
"ST. PATRICK HOSPITAL",MISSOULA,MT,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC",23124.944444,25207.74,2082.79
"REX HOSPITAL",RALEIGH,NC,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",9444.0338983,11526.67,2082.64
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",6860.2972973,8942.6,2082.3
"ST LUKES MAGIC VALLEY MEDICAL CENTER","TWIN FALLS",ID,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",15933.05,18015.32,2082.27
"AHN WEXFORD HOSPITAL",WEXFORD,PA,5,"KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC",5398.7142857,7480.78,2082.06
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC",12448.769231,14529.93,2081.16
"BAPTIST HEALTH PADUCAH",PADUCAH,KY,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",5404,7484.42,2080.42
"Adventhealth Zephyrhills",ZEPHYRHILLS,FL,5,"RED BLOOD CELL DISORDERS WITHOUT MCC",6563.3125,8642.92,2079.6
"AURORA MEDICAL CENTER",GRAFTON,WI,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",13906.978261,15986.29,2079.31
"WAKEMED, CARY HOSPITAL",CARY,NC,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",9999.1428571,12078.21,2079.06
"BELLEVUE MEDICAL CENTER",BELLEVUE,NE,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",5524.4857143,7603.49,2079
"MAYO CLINIC HEALTH SYSTEM - MANKATO",MANKATO,MN,5,PSYCHOSES,11378.217391,13456.93,2078.72
"WELLSPAN EVANGELICAL COMMUNITY HOSPITAL",LEWISBURG,PA,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",5524.8095238,7603.49,2078.68
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUR",20014.5,22092.99,2078.49
"INTERMOUNTAIN MEDICAL CENTER",MURRAY,UT,5,"TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC",21398.941176,23476.33,2077.39
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"OTITIS MEDIA AND URI WITHOUT MCC",5610.5714286,7687.7,2077.13
"UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE","LA GRANGE",IL,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",14381.352941,16457.75,2076.4
"PRISMA HEALTH BAPTIST",COLUMBIA,SC,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",15681.470588,17757.56,2076.09
"HOUSTON METHODIST CLEAR LAKE HOSPITAL","NASSAU BAY",TX,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",13911.541667,15986.29,2074.75
"MARYMOUNT HOSPITAL","GARFIELD HEIGHTS",OH,5,"RENAL FAILURE WITH CC",6306.25,8379.14,2072.89
"AURORA MEDICAL CENTER - SUMMIT",SUMMIT,WI,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",12168.1,14240.94,2072.84
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"SEIZURES WITHOUT MCC",7006.1518987,9078.8,2072.65
"MARYMOUNT HOSPITAL","GARFIELD HEIGHTS",OH,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC",7908.9545455,9981.57,2072.61
"HILLCREST HOSPITAL","MAYFIELD HEIGHTS",OH,5,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",6041.0666667,8113.32,2072.25
"MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","EAU CLAIRE",WI,5,"EXTRACRANIAL PROCEDURES WITH CC",12308.105263,14380.11,2072
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"ENDOCRINE DISORDERS WITH CC",7817.1818182,9888.7,2071.52
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",19394.181818,21465.7,2071.51
"SENTARA MARTHA JEFFERSON HOSPITAL",CHARLOTTESVILLE,VA,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",4581.8235294,6653.05,2071.23
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",GRAPEVINE,TX,5,DYSEQUILIBRIUM,4960.6315789,7031.69,2071.06
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",15686.534884,17757.56,2071.03
"INOVA FAIR OAKS HOSPITAL",FAIRFAX,VA,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",10008.782609,12078.21,2069.42
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",15946.095238,18015.32,2069.22
"WELLSPAN GOOD SAMARITAN HOSPITAL",LEBANON,PA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",15166.262248,17235.46,2069.2
